,PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
30,9030.0,18.0,Female,Asia,Simulation,22.85867253938618,0.0,Easy,3.0,67.0,35.0,2.0,Low
31,9031.0,39.0,Male,USA,Sports,3.374945771843211,1.0,Easy,5.0,70.0,50.0,11.0,Medium
32,9032.0,28.0,Female,Europe,Action,14.527638765802958,0.0,Hard,0.0,127.0,48.0,48.0,Low
33,9033.0,23.0,Male,USA,Simulation,18.964324125931693,0.0,Hard,19.0,48.0,,,Medium
34,9034.0,40.0,Male,USA,Strategy,11.72896470228836,0.0,Hard,0.0,120.0,24.0,18.0,Low
35,9035.0,16.0,Female,USA,RPG,17.491258097283612,0.0,Medium,18.0,166.0,24.0,17.0,High
36,9036.0,34.0,Male,Europe,Action,13.776451193864396,0.0,Hard,19.0,28.0,79.0,41.0,Medium
37,9037.0,42.0,Male,USA,Strategy,23.958349383365025,0.0,Medium,,61.0,26.0,26.0,Medium
38,9038.0,21.0,Female,Europe,Action,1.9080071501124567,0.0,Medium,11.0,112.0,14.0,0.0,Medium
39,9039.0,22.0,Female,Europe,Sports,5.560105967959029,0.0,Hard,3.0,116.0,52.0,44.0,Medium
40,9040.0,,Female,Europe,Strategy,13.714087008439236,1.0,Medium,15.0,43.0,,29.0,Medium
41,9041.0,28.0,Male,Other,RPG,12.283925798967,0.0,Medium,4.0,151.0,76.0,35.0,Medium
42,9042.0,31.0,Male,USA,Action,2.244646562637268,0.0,Medium,15.0,68.0,88.0,39.0,Medium
43,9043.0,18.0,Male,Other,RPG,13.153809578502678,0.0,Medium,12.0,115.0,98.0,7.0,Medium
44,9044.0,16.0,Female,Europe,Action,2.61963355317819,0.0,Easy,14.0,149.0,10.0,34.0,High
45,9045.0,20.0,Male,Asia,RPG,16.58532904749496,0.0,Medium,19.0,65.0,34.0,46.0,Medium
46,9046.0,18.0,Male,USA,RPG,15.65317440909562,0.0,Easy,17.0,176.0,45.0,43.0,High
47,9047.0,43.0,Male,USA,Strategy,1.5959787198659905,0.0,Medium,3.0,31.0,73.0,49.0,Low
48,9048.0,32.0,Female,USA,Sports,11.198056677031936,0.0,Easy,19.0,77.0,51.0,38.0,High
49,9049.0,40.0,Male,Europe,Sports,17.06770113669252,0.0,Hard,8.0,94.0,31.0,13.0,Medium
50,9050.0,48.0,Male,Other,RPG,19.216494885917577,0.0,Hard,3.0,146.0,22.0,32.0,Medium
51,9051.0,24.0,Male,USA,Sports,0.8741881074057289,0.0,Medium,8.0,45.0,19.0,21.0,High
52,9052.0,28.0,Male,Europe,Simulation,11.216713856822746,0.0,Easy,8.0,,64.0,25.0,Medium
53,9053.0,45.0,Male,Europe,Simulation,23.70289731941193,1.0,Easy,1.0,50.0,95.0,26.0,Low
54,9054.0,29.0,Male,Europe,RPG,,1.0,Easy,15.0,171.0,6.0,16.0,High
55,9055.0,22.0,Female,USA,RPG,12.818930926253454,1.0,Easy,8.0,46.0,8.0,0.0,Medium
56,9056.0,28.0,Male,USA,Simulation,7.181065650658029,0.0,Easy,,139.0,20.0,1.0,Medium
57,9057.0,37.0,Male,USA,Simulation,1.3216351452681234,1.0,Easy,15.0,36.0,88.0,36.0,Medium
58,9058.0,35.0,Male,USA,Simulation,21.68627463251469,0.0,Easy,15.0,148.0,73.0,,High
59,9059.0,30.0,Female,USA,Strategy,15.154138638867636,0.0,Easy,9.0,153.0,46.0,19.0,Medium
60,9060.0,32.0,Male,USA,Action,12.55512156935372,0.0,Hard,11.0,138.0,27.0,13.0,High
61,9061.0,38.0,Female,USA,Strategy,19.463563663701805,0.0,Medium,19.0,155.0,35.0,30.0,High
62,9062.0,40.0,Female,Europe,Simulation,3.529623978015405,0.0,Easy,2.0,94.0,76.0,42.0,Medium
63,9063.0,39.0,Male,Other,Action,20.855935292615897,0.0,Hard,16.0,140.0,10.0,16.0,High
64,9064.0,,,Other,Sports,14.627357000797517,0.0,Easy,1.0,16.0,38.0,43.0,Low
65,9065.0,29.0,Female,USA,Simulation,17.00264693146226,1.0,Easy,16.0,135.0,80.0,43.0,High
66,9066.0,15.0,Female,USA,Simulation,14.896177519430692,0.0,Easy,6.0,49.0,58.0,42.0,Medium
67,9067.0,39.0,Female,Other,Sports,19.752971845981367,0.0,Medium,7.0,46.0,26.0,47.0,Medium
68,9068.0,21.0,Female,Europe,Action,19.025309404996168,0.0,Easy,13.0,30.0,3.0,40.0,Medium
69,9069.0,23.0,Male,Other,Simulation,13.724648498671089,1.0,Medium,17.0,167.0,72.0,24.0,High
70,9070.0,38.0,Female,Europe,Action,20.16071100731581,0.0,Easy,13.0,79.0,29.0,32.0,Medium
71,9071.0,15.0,Male,Asia,Strategy,18.85035866001133,0.0,Medium,7.0,111.0,45.0,2.0,Medium
72,9072.0,22.0,Male,Europe,RPG,12.082181787612544,1.0,Easy,7.0,79.0,46.0,32.0,Medium
73,9073.0,38.0,Female,Europe,Strategy,2.2623788685222417,0.0,Medium,12.0,131.0,12.0,37.0,High
74,9074.0,25.0,Male,Europe,RPG,20.812949081354795,,Easy,19.0,109.0,91.0,48.0,High
75,9075.0,31.0,Male,USA,Simulation,9.00911457935074,,Easy,14.0,106.0,23.0,1.0,High
76,9076.0,22.0,Male,Asia,Strategy,19.663555948593377,1.0,Medium,3.0,29.0,9.0,30.0,Low
77,9077.0,49.0,Male,USA,Strategy,18.53536572246272,1.0,Easy,0.0,83.0,15.0,4.0,Low
78,9078.0,49.0,Female,USA,Sports,2.040757120839902,1.0,Easy,12.0,70.0,33.0,33.0,Medium
79,9079.0,47.0,Male,Asia,RPG,6.534987238893371,0.0,Easy,10.0,14.0,15.0,25.0,Low
80,9080.0,19.0,Female,Europe,RPG,19.8608123586172,1.0,Easy,1.0,139.0,24.0,0.0,Low
81,9081.0,,Male,USA,Simulation,13.981026479981786,0.0,Medium,12.0,34.0,14.0,15.0,Medium
82,9082.0,21.0,Male,USA,Sports,7.743327855210592,0.0,Easy,5.0,77.0,40.0,38.0,Medium
83,9083.0,23.0,Male,USA,Sports,3.7993760618991423,,Easy,12.0,41.0,73.0,10.0,Medium
84,9084.0,22.0,Male,USA,RPG,10.391518408495156,0.0,Easy,19.0,102.0,14.0,24.0,High
85,9085.0,26.0,Male,USA,Sports,15.07465364685181,0.0,Medium,4.0,117.0,,49.0,Medium
86,9086.0,48.0,Female,Asia,Action,8.45765169975634,1.0,Easy,3.0,122.0,89.0,24.0,Medium
87,9087.0,47.0,Male,Europe,Simulation,14.432201516019694,0.0,Hard,18.0,14.0,78.0,4.0,Low
88,9088.0,37.0,Male,USA,Strategy,19.501707922419776,0.0,Medium,11.0,147.0,40.0,49.0,High
89,9089.0,38.0,Male,Europe,RPG,6.496475465416331,1.0,Medium,8.0,107.0,11.0,7.0,Medium
90,9090.0,49.0,Male,USA,Sports,2.1494952130714235,0.0,Medium,14.0,36.0,59.0,35.0,Medium
91,9091.0,36.0,Male,USA,Sports,4.31332838120464,0.0,Easy,1.0,73.0,76.0,15.0,Low
92,9092.0,41.0,Female,,Sports,5.694275828168046,1.0,Easy,7.0,12.0,77.0,28.0,Low
93,9093.0,49.0,Male,Asia,Simulation,3.1093326260751075,0.0,Easy,0.0,99.0,80.0,42.0,
94,9094.0,15.0,Male,Asia,Strategy,9.744040836920972,1.0,Hard,4.0,32.0,33.0,42.0,Low
95,9095.0,49.0,Male,Europe,Sports,7.838044518431901,0.0,Easy,19.0,126.0,3.0,14.0,High
96,9096.0,28.0,Male,USA,Strategy,9.208410715098555,1.0,Medium,1.0,84.0,61.0,39.0,Low
97,9097.0,17.0,,Europe,Strategy,8.644038308703859,0.0,Easy,3.0,117.0,1.0,11.0,Medium
98,9098.0,15.0,Female,Europe,Simulation,5.970601392200956,0.0,Easy,11.0,55.0,54.0,37.0,Medium
99,9099.0,19.0,Female,USA,Sports,15.377172223047586,0.0,Hard,14.0,93.0,65.0,42.0,High
100,9100.0,40.0,Male,Europe,Sports,5.80504022403155,0.0,Medium,5.0,40.0,89.0,29.0,Medium
101,9101.0,28.0,Female,Europe,Strategy,22.350824629219,0.0,Hard,11.0,109.0,53.0,18.0,Medium
102,9102.0,41.0,Male,Europe,Sports,7.648375781283178,0.0,Easy,2.0,33.0,54.0,33.0,Low
103,9103.0,23.0,Female,Europe,Simulation,22.876692544657125,0.0,Medium,8.0,,38.0,14.0,Medium
104,9104.0,29.0,Female,Other,Sports,4.557998876469405,0.0,Easy,16.0,36.0,,36.0,Medium
105,9105.0,29.0,Male,Europe,Sports,2.0673841286865047,1.0,Easy,15.0,101.0,73.0,45.0,High
106,9106.0,40.0,Male,Asia,Sports,7.383373195576563,0.0,Easy,15.0,24.0,56.0,17.0,Medium
107,9107.0,,Male,Other,Simulation,7.733396192629242,0.0,Hard,17.0,72.0,45.0,48.0,Medium
108,9108.0,46.0,Male,Asia,Strategy,19.40450332244644,1.0,,9.0,127.0,75.0,32.0,Medium
109,9109.0,46.0,Male,Other,Strategy,18.55396821448505,0.0,Easy,,96.0,2.0,21.0,Medium
110,9110.0,18.0,Female,Asia,Sports,4.456026910768445,0.0,Easy,16.0,121.0,10.0,35.0,High
111,9111.0,44.0,Male,USA,Simulation,22.14322250875968,0.0,Hard,7.0,60.0,5.0,,Medium
112,,,Male,USA,Sports,8.499982200955518,0.0,Medium,18.0,145.0,88.0,15.0,High
113,9113.0,29.0,Female,USA,Simulation,23.694606600294044,0.0,Medium,3.0,51.0,72.0,44.0,Low
114,9114.0,43.0,Female,USA,Simulation,23.165252611397225,0.0,Easy,14.0,96.0,42.0,47.0,High
115,9115.0,27.0,Male,USA,Strategy,6.549913698732847,0.0,Hard,18.0,111.0,34.0,9.0,High
116,9116.0,46.0,Female,Asia,Action,10.825598338043754,0.0,Medium,12.0,142.0,24.0,18.0,High
117,,21.0,Female,USA,Action,20.277652343428397,1.0,Easy,17.0,142.0,12.0,20.0,High
118,9118.0,36.0,Male,Asia,RPG,7.245611011215005,0.0,Easy,3.0,,52.0,14.0,Low
119,9119.0,42.0,Male,Other,RPG,10.776915901085236,0.0,Medium,7.0,154.0,23.0,19.0,Medium
120,9120.0,16.0,Female,USA,Action,4.622791147216765,1.0,Easy,17.0,149.0,48.0,14.0,High
121,9121.0,20.0,Female,USA,Strategy,11.929378551497177,0.0,Medium,11.0,75.0,69.0,25.0,Medium
122,9122.0,42.0,Male,Asia,RPG,6.566794339859006,,Hard,15.0,17.0,19.0,43.0,Low
123,9123.0,42.0,Male,USA,Action,2.7313181997200733,0.0,Medium,17.0,62.0,77.0,35.0,Medium
124,9124.0,34.0,Female,USA,,16.591687482718527,,Medium,13.0,124.0,35.0,43.0,High
125,9125.0,44.0,Female,USA,RPG,8.583797272700018,0.0,Medium,11.0,34.0,8.0,11.0,Medium
126,9126.0,25.0,Female,USA,RPG,12.763140085923611,0.0,Medium,7.0,108.0,76.0,,Medium
127,9127.0,42.0,Female,Asia,Action,13.297752190463775,0.0,Easy,19.0,157.0,85.0,7.0,High
128,9128.0,39.0,Female,Europe,RPG,14.173755660725837,0.0,Easy,15.0,108.0,49.0,32.0,High
129,9129.0,47.0,Female,USA,Strategy,18.49464367093109,0.0,Easy,2.0,65.0,92.0,45.0,Medium
130,9130.0,15.0,Female,Europe,Action,,1.0,Hard,5.0,94.0,76.0,14.0,Medium
131,9131.0,41.0,Female,USA,Strategy,18.224655455153925,0.0,Medium,1.0,70.0,5.0,43.0,Low
132,9132.0,27.0,Male,USA,RPG,19.48783440802375,0.0,,16.0,154.0,13.0,27.0,High
133,9133.0,17.0,Female,Europe,Strategy,9.483212067452136,0.0,Medium,7.0,78.0,54.0,36.0,Medium
134,9134.0,,Male,Europe,Sports,19.047461153319887,0.0,Easy,18.0,14.0,49.0,5.0,Low
135,9135.0,22.0,Male,USA,Simulation,8.612156614530551,1.0,Hard,13.0,21.0,58.0,19.0,Low
136,9136.0,41.0,,Asia,RPG,9.987578341053728,0.0,Easy,1.0,124.0,15.0,24.0,Low
137,9137.0,23.0,Male,Asia,Sports,21.65638259550117,0.0,Easy,7.0,45.0,45.0,42.0,Medium
138,9138.0,47.0,Male,Other,Simulation,16.209307153657114,0.0,Medium,6.0,62.0,96.0,40.0,Medium
139,9139.0,38.0,Female,Europe,Action,5.990720486362284,1.0,Medium,7.0,43.0,72.0,16.0,Medium
140,9140.0,29.0,Female,,Simulation,15.973762574875895,0.0,Easy,1.0,69.0,81.0,14.0,Low
141,9141.0,46.0,Female,Asia,Action,3.683183597785032,0.0,Easy,19.0,42.0,64.0,31.0,Medium
142,9142.0,46.0,Female,USA,Sports,6.252455837162762,1.0,Hard,8.0,103.0,54.0,36.0,Medium
143,9143.0,38.0,Male,USA,Simulation,1.3485441645161362,1.0,,3.0,124.0,82.0,4.0,Medium
144,9144.0,26.0,Male,Asia,RPG,16.331728199932105,1.0,Hard,16.0,52.0,87.0,2.0,Medium
145,9145.0,16.0,Male,Other,Sports,22.755435580784155,1.0,Easy,12.0,132.0,4.0,4.0,High
146,9146.0,17.0,Male,USA,Simulation,22.397026414328703,0.0,Easy,17.0,105.0,60.0,37.0,High
147,9147.0,31.0,Female,USA,Strategy,,0.0,Easy,11.0,27.0,23.0,13.0,Low
148,9148.0,16.0,Male,Europe,Strategy,3.84468318202322,0.0,Hard,3.0,159.0,8.0,44.0,Low
149,9149.0,16.0,Male,Other,Action,20.256331595040905,0.0,Easy,9.0,19.0,95.0,31.0,Medium
150,9150.0,42.0,Male,Europe,Sports,0.0696432580417916,0.0,Hard,,117.0,40.0,0.0,High
151,9151.0,37.0,Male,Asia,Strategy,21.99256342919033,0.0,Easy,9.0,138.0,13.0,19.0,Medium
152,9152.0,46.0,Male,Other,Simulation,16.89538519745816,0.0,Hard,0.0,140.0,95.0,46.0,Low
153,9153.0,47.0,Female,Europe,RPG,4.200586153886301,1.0,Hard,19.0,70.0,49.0,44.0,High
154,9154.0,15.0,Male,Asia,Action,13.54125180437538,0.0,Easy,8.0,39.0,45.0,45.0,Medium
155,9155.0,33.0,Male,Europe,Simulation,15.047202136340912,0.0,Easy,11.0,92.0,39.0,43.0,Medium
156,9156.0,16.0,Male,Europe,Action,6.43544723306335,0.0,Easy,9.0,50.0,82.0,18.0,Medium
157,9157.0,40.0,Female,Europe,Strategy,20.427872446354915,0.0,Medium,3.0,138.0,36.0,30.0,Medium
158,9158.0,46.0,Male,Europe,Sports,12.306317179031524,1.0,,11.0,179.0,91.0,4.0,High
159,9159.0,20.0,Male,Europe,RPG,13.545984293255724,1.0,Hard,12.0,135.0,,49.0,High
160,9160.0,46.0,Male,Europe,Strategy,21.26668304303152,0.0,Easy,18.0,164.0,26.0,41.0,High
161,9161.0,18.0,Female,Europe,Sports,15.711803560774973,0.0,Easy,11.0,90.0,2.0,5.0,Medium
162,9162.0,25.0,Female,USA,RPG,14.159710470426695,0.0,Easy,8.0,110.0,33.0,28.0,Medium
163,9163.0,,Male,Europe,Sports,3.02265403529026,0.0,Hard,12.0,103.0,80.0,13.0,High
164,9164.0,38.0,Female,USA,Strategy,13.000048094097826,0.0,Medium,0.0,146.0,4.0,13.0,Low
165,9165.0,19.0,Male,USA,RPG,21.93431700858416,1.0,Medium,10.0,30.0,55.0,9.0,Low
166,9166.0,48.0,Male,Asia,Simulation,14.55648155952392,0.0,Medium,15.0,133.0,32.0,25.0,High
167,9167.0,20.0,Male,USA,Strategy,6.831045096377894,0.0,Hard,4.0,166.0,81.0,31.0,Medium
168,9168.0,36.0,Male,Europe,Action,19.89311377371636,0.0,Easy,11.0,142.0,61.0,48.0,High
169,9169.0,25.0,Female,Asia,RPG,10.42417873030862,0.0,,13.0,102.0,7.0,40.0,Medium
170,9170.0,30.0,Female,Europe,Sports,1.899978614861616,0.0,Easy,5.0,144.0,79.0,13.0,Medium
171,9171.0,47.0,Male,USA,Strategy,11.597118678148016,0.0,Medium,15.0,67.0,83.0,27.0,Medium
172,9172.0,23.0,Male,USA,Sports,18.27652465418603,1.0,Medium,9.0,105.0,56.0,39.0,Medium
173,9173.0,20.0,Male,USA,Simulation,22.044392327303783,0.0,Medium,4.0,98.0,67.0,26.0,
174,9174.0,30.0,Male,USA,Sports,15.948489997170093,0.0,Medium,14.0,,67.0,14.0,Medium
175,9175.0,43.0,Female,USA,Strategy,20.12914668256816,,Medium,3.0,80.0,5.0,41.0,Low
176,9176.0,17.0,Female,Europe,RPG,17.9931805634337,1.0,Easy,6.0,24.0,49.0,1.0,Low
177,9177.0,34.0,Female,USA,Strategy,4.372198464901213,1.0,Easy,16.0,31.0,20.0,20.0,Medium
178,9178.0,,Male,Other,Action,23.620041289280746,0.0,Hard,19.0,105.0,3.0,37.0,High
179,9179.0,40.0,Female,Europe,Action,1.354730944210508,0.0,Easy,16.0,47.0,61.0,7.0,Medium
180,9180.0,17.0,Male,Europe,Sports,6.574572253509393,0.0,Easy,18.0,20.0,23.0,19.0,Medium
181,9181.0,33.0,Female,Europe,Sports,18.321743627753676,0.0,Easy,6.0,149.0,,17.0,Medium
182,9182.0,34.0,Male,Europe,Strategy,3.216007888051876,0.0,Easy,13.0,50.0,10.0,2.0,Medium
183,9183.0,46.0,Male,Europe,Sports,13.631729677404424,0.0,Easy,14.0,10.0,64.0,39.0,Low
184,9184.0,21.0,Male,Asia,Sports,15.13612279233146,0.0,Easy,9.0,116.0,62.0,3.0,Medium
185,9185.0,47.0,Male,Asia,Sports,16.499476486422957,0.0,Easy,15.0,152.0,36.0,5.0,High
186,9186.0,32.0,Female,Europe,RPG,3.85561961786126,0.0,Medium,14.0,128.0,79.0,24.0,High
187,9187.0,15.0,Female,Other,Action,4.978798830139363,1.0,Hard,16.0,65.0,74.0,23.0,Medium
188,9188.0,25.0,Female,Europe,RPG,2.974934186662944,0.0,Easy,1.0,71.0,49.0,48.0,Low
189,9189.0,42.0,Male,USA,Strategy,4.110147347154558,0.0,Easy,12.0,90.0,67.0,35.0,
190,9190.0,39.0,Male,USA,Simulation,19.99260066954823,0.0,Medium,16.0,151.0,64.0,36.0,High
191,9191.0,37.0,Female,USA,Action,2.729469336219645,0.0,Easy,4.0,121.0,14.0,11.0,Medium
192,9192.0,45.0,Female,Other,Strategy,9.63459187601608,1.0,Easy,5.0,48.0,84.0,15.0,Low
193,9193.0,44.0,Male,USA,Sports,0.3702480485716846,1.0,Easy,19.0,55.0,29.0,30.0,Medium
194,9194.0,49.0,Female,,Simulation,18.325518833316803,0.0,Hard,9.0,45.0,68.0,49.0,Medium
195,9195.0,21.0,Female,Asia,Simulation,22.97264608486355,0.0,Medium,10.0,111.0,52.0,23.0,Medium
196,9196.0,30.0,Female,USA,Simulation,7.184139994380142,1.0,Easy,2.0,12.0,62.0,40.0,Low
197,9197.0,40.0,Male,USA,RPG,7.317818788521064,1.0,Hard,6.0,36.0,39.0,24.0,Low
198,9198.0,16.0,Female,Asia,Strategy,13.774599336278328,1.0,Easy,14.0,102.0,54.0,44.0,High
199,9199.0,15.0,Male,Europe,RPG,3.146993267598288,0.0,Medium,3.0,57.0,50.0,14.0,Low
200,9200.0,26.0,Female,Europe,RPG,14.448485059584431,0.0,Hard,5.0,175.0,75.0,7.0,Medium
201,9201.0,19.0,Male,USA,Action,13.206464671501784,0.0,Easy,13.0,14.0,71.0,48.0,High
202,9202.0,46.0,Female,Europe,,9.581422959226586,0.0,Easy,16.0,84.0,26.0,29.0,Medium
203,9203.0,23.0,Female,Asia,Sports,16.82033324174349,0.0,Medium,5.0,88.0,55.0,39.0,Medium
204,9204.0,,Male,Asia,Simulation,13.04654124266425,0.0,Easy,14.0,159.0,45.0,28.0,High
205,9205.0,33.0,Female,Europe,Strategy,20.25525908465932,0.0,Easy,12.0,125.0,54.0,26.0,High
206,9206.0,30.0,Male,USA,RPG,17.44815007107466,0.0,Easy,1.0,74.0,26.0,15.0,Low
207,9207.0,17.0,Male,Asia,Strategy,13.928841782702174,0.0,Easy,10.0,103.0,94.0,8.0,Medium
208,9208.0,34.0,Male,Europe,Action,7.61448463495335,0.0,Easy,3.0,33.0,10.0,35.0,Low
209,9209.0,38.0,Male,Asia,Simulation,0.6899550435470942,1.0,Medium,7.0,60.0,44.0,1.0,Medium
210,9210.0,47.0,Female,USA,Action,8.911863426695152,0.0,Easy,8.0,20.0,68.0,12.0,Low
211,9211.0,,Male,Europe,RPG,18.55274687578926,0.0,Medium,2.0,93.0,30.0,20.0,Low
212,9212.0,25.0,Female,Other,Strategy,21.391703085862,0.0,Easy,15.0,166.0,12.0,42.0,High
213,9213.0,22.0,Male,USA,Action,20.423897033001715,0.0,Easy,8.0,91.0,87.0,34.0,Medium
214,9214.0,34.0,Female,Other,Simulation,8.868238178525782,1.0,Medium,1.0,168.0,47.0,23.0,Low
215,9215.0,49.0,Male,USA,RPG,0.7170876441501903,0.0,Easy,19.0,32.0,72.0,26.0,
216,9216.0,39.0,Male,Europe,RPG,22.499660632378887,1.0,Easy,18.0,109.0,92.0,28.0,High
217,9217.0,49.0,Female,Asia,Simulation,16.407666343253425,0.0,Easy,14.0,118.0,85.0,21.0,High
218,9218.0,39.0,,USA,Action,11.509506149071033,0.0,Easy,9.0,76.0,25.0,4.0,Medium
219,9219.0,43.0,Female,Asia,Strategy,18.68207056827901,0.0,Easy,4.0,169.0,78.0,5.0,Medium
220,9220.0,32.0,Male,USA,Simulation,2.146500572209561,0.0,Easy,6.0,172.0,33.0,43.0,Medium
221,9221.0,32.0,Male,Europe,Action,2.087579756279476,0.0,Medium,18.0,179.0,42.0,3.0,High
222,9222.0,16.0,Female,Asia,Sports,16.97257122809584,0.0,Medium,10.0,138.0,90.0,8.0,Medium
223,9223.0,49.0,Female,USA,Action,1.623253181653097,0.0,Easy,17.0,27.0,33.0,38.0,Medium
224,9224.0,30.0,Male,USA,Action,1.1785839800921911,0.0,Medium,4.0,170.0,45.0,20.0,Medium
225,9225.0,47.0,Female,Other,Sports,17.286697607074213,0.0,Easy,14.0,150.0,50.0,30.0,High
226,9226.0,18.0,Male,Asia,Simulation,17.79411288336275,0.0,Easy,3.0,118.0,61.0,45.0,Medium
227,9227.0,47.0,Male,Asia,Simulation,9.90698720356799,0.0,Medium,1.0,82.0,14.0,48.0,Low
228,9228.0,28.0,Male,Europe,Action,9.398654752872655,0.0,Easy,2.0,121.0,82.0,19.0,Low
229,9229.0,35.0,Female,Asia,Sports,10.608533609506894,0.0,Easy,19.0,164.0,61.0,47.0,High
230,9230.0,34.0,Male,Other,Strategy,8.856054521931455,0.0,Easy,15.0,70.0,26.0,29.0,Medium
231,9231.0,22.0,Male,Europe,Action,10.707680703625662,0.0,Easy,1.0,140.0,81.0,30.0,Low
232,9232.0,21.0,Female,Asia,Strategy,4.453186248993083,0.0,Medium,,146.0,58.0,37.0,Low
233,9233.0,17.0,Male,USA,RPG,14.015747922351792,1.0,Easy,11.0,23.0,4.0,7.0,Low
234,9234.0,31.0,Male,Europe,Simulation,12.409088586391764,1.0,Easy,11.0,87.0,88.0,34.0,Medium
235,9235.0,47.0,Male,USA,Action,15.972033037206106,0.0,Easy,4.0,76.0,69.0,43.0,Medium
236,9236.0,26.0,Male,Europe,Action,4.381658634610372,0.0,Easy,3.0,68.0,5.0,2.0,Low
237,9237.0,36.0,Male,USA,Sports,2.1331622085625748,1.0,Hard,2.0,71.0,91.0,13.0,Low
238,9238.0,36.0,Male,USA,Sports,19.34566527732695,0.0,Easy,13.0,160.0,3.0,0.0,High
239,9239.0,44.0,Male,USA,RPG,21.698472616540517,0.0,Hard,15.0,101.0,24.0,7.0,Medium
240,9240.0,22.0,Male,Europe,Sports,4.129688542183922,0.0,Hard,1.0,122.0,90.0,42.0,Medium
241,9241.0,41.0,Female,Europe,Strategy,9.98472880220081,1.0,Easy,12.0,61.0,88.0,42.0,Medium
242,9242.0,41.0,Female,USA,Sports,17.404774401438523,0.0,Hard,1.0,26.0,42.0,24.0,Low
243,9243.0,48.0,Female,Other,Sports,12.586931645419732,0.0,Easy,18.0,79.0,52.0,1.0,Medium
244,9244.0,35.0,Male,USA,Action,13.605657669675177,0.0,Easy,10.0,65.0,96.0,15.0,Medium
